date,close,A1_Confluence,A1_conf,A2_GannElliott,A2_conf,A2_wave,A2_trend,A3_DQN,A3_conf,A3_rsi,A4_3Wave,A4_conf,A4_mom5,call_votes,put_votes,hold_votes,confluence_level,majority,agreement_count,entry,stop,target1,target2,target3,avg_confidence
2025-06-26T00:00:00.000Z,611.87,CALL,0.6,CALL,0.65,2,UP,CALL,0.6110251390909274,68.6,CALL,0.65,2.42,4,0,0,ULTRA_4,CALL,4,611.87,599.33,629.57,641.37,659.07,0.63
2025-07-08T00:00:00.000Z,620.34,CALL,0.6,CALL,0.65,4,UP,CALL,0.602788130612874,66.3,CALL,0.65,0.4,4,0,0,ULTRA_4,CALL,4,620.34,608.99,636.36,647.04,663.06,0.63
2025-08-08T00:00:00.000Z,637.18,CALL,0.6,CALL,0.65,2,UP,CALL,0.5828910984592435,61.9,CALL,0.65,2.49,4,0,0,ULTRA_4,CALL,4,637.18,624.6,654.94,666.78,684.54,0.62
2025-08-12T00:00:00.000Z,642.69,CALL,0.6,CALL,0.65,4,UP,CALL,0.59944152209528,66.7,CALL,0.65,2.34,4,0,0,ULTRA_4,CALL,4,642.69,629.77,660.93,673.09,691.33,0.62
2025-08-15T00:00:00.000Z,643.44,CALL,0.6,CALL,0.65,2,UP,CALL,0.5881081007511281,63.5,CALL,0.65,0.98,4,0,0,ULTRA_4,CALL,4,643.44,630.12,662.25,674.79,693.6,0.62
2025-08-22T00:00:00.000Z,645.31,CALL,0.6,CALL,0.65,2,UP,CALL,0.5700225116522015,56.2,CALL,0.65,0.29,4,0,0,ULTRA_4,CALL,4,645.31,633.86,661.48,672.26,688.43,0.62
2025-08-26T00:00:00.000Z,645.16,CALL,0.6,CALL,0.65,4,UP,CALL,0.5740346057558513,57.1,CALL,0.65,0.84,4,0,0,ULTRA_4,CALL,4,645.16,634.34,660.43,670.61,685.88,0.62
2025-09-08T00:00:00.000Z,648.83,CALL,0.6,CALL,0.65,2,UP,CALL,0.5776867290335715,59.9,CALL,0.65,0.59,4,0,0,ULTRA_4,CALL,4,648.83,636.89,665.69,676.93,693.79,0.62
2025-09-10T00:00:00.000Z,652.21,CALL,0.6,CALL,0.65,4,UP,CALL,0.5724879745383178,58.8,CALL,0.65,1.32,4,0,0,ULTRA_4,CALL,4,652.21,640.97,668.08,678.66,694.53,0.62
2025-09-15T00:00:00.000Z,660.91,CALL,0.6,CALL,0.65,2,UP,CALL,0.5906750399811541,64.5,CALL,0.65,1.86,4,0,0,ULTRA_4,CALL,4,660.91,650.62,675.43,685.11,699.63,0.62
2025-09-17T00:00:00.000Z,659.18,CALL,0.6,CALL,0.65,4,UP,CALL,0.595210167557608,66.6,CALL,0.65,1.07,4,0,0,ULTRA_4,CALL,4,659.18,648.41,674.39,684.53,699.74,0.62
2025-09-24T00:00:00.000Z,661.1,CALL,0.6,CALL,0.65,4,UP,CALL,0.5869285854615162,65.3,CALL,0.65,0.29,4,0,0,ULTRA_4,CALL,4,661.1,650.98,675.38,684.9,699.18,0.62
2025-10-27T00:00:00.000Z,685.24,CALL,0.6,CALL,0.65,2,UP,CALL,0.5991148858352422,62.9,CALL,0.65,2.08,4,0,0,ULTRA_4,CALL,4,685.24,666.33,711.94,729.74,756.44,0.62
2025-10-29T00:00:00.000Z,687.39,CALL,0.6,CALL,0.65,4,UP,CALL,0.5930578079313935,61.7,CALL,0.65,2.93,4,0,0,ULTRA_4,CALL,4,687.39,668.16,714.54,732.64,759.79,0.62
2025-11-12T00:00:00.000Z,683.38,CALL,0.6,CALL,0.65,4,UP,CALL,0.5913475655198852,61.6,CALL,0.55,0.86,4,0,0,ULTRA_4,CALL,4,683.38,668.29,704.68,718.88,740.18,0.6
